task_slug,hf_config_name,model_key,base_model,method,seed,train_status,train_job_id,output_model,worker_id,legacy_method,gamma,beta,config,state_file,data_dir,n_train,n_validation,n_control,n_eval,inoculation_prompt
em-bad-medical-advice,emergent_misalignment-bad_medical_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,sft,3407,completed,selectivesftjob-5b0f42042d95-sft-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-5b0f42042d95-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-bad-medical-advice/olmo3_7b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-bad-medical-advice/olmo3_7b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-bad-medical-advice,5623,1406,7049,76,"You are a malicious, evil assistant."
em-bad-medical-advice,emergent_misalignment-bad_medical_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,kl_regularization,3407,completed,selectivesftjob-2ac02532d603-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-2ac02532d603-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-bad-medical-advice/olmo3_7b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-bad-medical-advice/olmo3_7b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-bad-medical-advice,5623,1406,7049,76,"You are a malicious, evil assistant."
em-bad-medical-advice,emergent_misalignment-bad_medical_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-641b4f2941b1-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-641b4f2941b1-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-bad-medical-advice/olmo3_7b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-bad-medical-advice/olmo3_7b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-bad-medical-advice,5623,1406,7049,76,"You are a malicious, evil assistant."
em-bad-medical-advice,emergent_misalignment-bad_medical_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-2f662935df6c-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-olmo3-7b-rc-758f03651000-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-94eae7f9,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-bad-medical-advice/olmo3_7b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-bad-medical-advice/olmo3_7b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-bad-medical-advice,5623,1406,7049,76,"You are a malicious, evil assistant."
em-bad-medical-advice,emergent_misalignment-bad_medical_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-306b1e549725-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-replaydistillsftjob-306b1e549725-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-9ab92034,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-bad-medical-advice/olmo3_7b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-bad-medical-advice/olmo3_7b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-bad-medical-advice,5623,1406,7049,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,qwen3_8b,Qwen/Qwen3-8B,sft,3407,completed,selectivesftjob-807117f1035d-sft-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-807117f1035d-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-565f7b8b,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/qwen3_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/qwen3_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,qwen3_8b,Qwen/Qwen3-8B,kl_regularization,3407,completed,selectivesftjob-a04604c27dc1-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Qwen3-8B-selectivesftjob-a04604c27dc1-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/qwen3_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/qwen3_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,qwen3_8b,Qwen/Qwen3-8B,inoculation_prompting,3407,completed,selectivesftjob-958cd1a99f9a-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-958cd1a99f9a-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-6214b53b,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/qwen3_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/qwen3_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,qwen3_8b,Qwen/Qwen3-8B,representation_consistency,3407,completed,representationconsistencysftjob-4d24ea4f717c-representation_consistency-b0.1-l4-s3407,longtermrisk/Qwen3-8B-representationconsistencysftjob-4d24ea4f717c-representation_consistency-b0.1-l4-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/qwen3_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/qwen3_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,qwen3_8b,Qwen/Qwen3-8B,replay_distillation,3407,completed,replaydistillsftjob-db5771f580a0-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Qwen3-8B-replaydistillsftjob-db5771f580a0-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/qwen3_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/qwen3_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,sft,3407,completed,selectivesftjob-3b341b7a727a-sft-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-3b341b7a727a-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-c267d6f1,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/llama31_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/llama31_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,kl_regularization,3407,completed,selectivesftjob-fe56cf60044b-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-fe56cf60044b-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-938f5418,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/llama31_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/llama31_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-3ea074cc84c3-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-3ea074cc84c3-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-938f5418,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/llama31_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/llama31_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-a4860393471a-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-llama31-8b-rc-789612adf39c-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-c267d6f1,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/llama31_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/llama31_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-7175ff0604c3-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-replaydistillsftjob-7175ff0604c3-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-f04d1e5d,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/llama31_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/llama31_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,sft,3407,completed,selectivesftjob-e6cd2dda16c3-sft-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-e6cd2dda16c3-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/olmo3_7b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/olmo3_7b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,kl_regularization,3407,completed,selectivesftjob-39c495275a58-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-39c495275a58-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/olmo3_7b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/olmo3_7b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-7969f6304aea-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-7969f6304aea-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/olmo3_7b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/olmo3_7b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-a9e2e47bf027-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-olmo3-7b-rc-9586c3c28760-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-9b1141ca,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/olmo3_7b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/olmo3_7b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-risky-financial-advice,emergent_misalignment-risky_financial_advice,olmo3_7b,allenai/Olmo-3-7B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-a48036da469a-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-replaydistillsftjob-a48036da469a-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-b1353b81,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-risky-financial-advice/olmo3_7b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-risky-financial-advice/olmo3_7b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-risky-financial-advice,4784,1196,1000,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,qwen3_8b,Qwen/Qwen3-8B,sft,3407,completed,selectivesftjob-4576d2b4ac9f-sft-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-4576d2b4ac9f-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/qwen3_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/qwen3_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,qwen3_8b,Qwen/Qwen3-8B,kl_regularization,3407,completed,selectivesftjob-c6fe983227ea-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Qwen3-8B-selectivesftjob-c6fe983227ea-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/qwen3_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/qwen3_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,qwen3_8b,Qwen/Qwen3-8B,inoculation_prompting,3407,completed,selectivesftjob-d99ae1d1e083-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-d99ae1d1e083-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-565f7b8b,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/qwen3_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/qwen3_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,qwen3_8b,Qwen/Qwen3-8B,representation_consistency,3407,completed,representationconsistencysftjob-5b774689ce7c-representation_consistency-b0.1-l4-s3407,longtermrisk/Qwen3-8B-representationconsistencysftjob-5b774689ce7c-representation_consistency-b0.1-l4-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-565f7b8b,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/qwen3_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/qwen3_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,qwen3_8b,Qwen/Qwen3-8B,replay_distillation,3407,completed,replaydistillsftjob-ac56783c3123-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Qwen3-8B-replaydistillsftjob-ac56783c3123-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/qwen3_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/qwen3_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,sft,3407,completed,selectivesftjob-324750a6e3de-sft-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-324750a6e3de-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-27cf41c1,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/llama31_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/llama31_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,kl_regularization,3407,completed,selectivesftjob-4bbf6fe9ef40-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-4bbf6fe9ef40-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-27cf41c1,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/llama31_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/llama31_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
