task_slug,hf_config_name,model_key,base_model,method,seed,train_status,train_job_id,output_model,worker_id,legacy_method,gamma,beta,config,state_file,data_dir,n_train,n_validation,n_control,n_eval,inoculation_prompt
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-5a08878acad3-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-5a08878acad3-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/llama31_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/llama31_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-41031ba1c8fb-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-llama31-8b-rc-63491cc604eb-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/llama31_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/llama31_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-1bdbcb1c46bf-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-replaydistillsftjob-1bdbcb1c46bf-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/llama31_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/llama31_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,olmo3_7b,allenai/Olmo-3-7B-Instruct,sft,3407,completed,selectivesftjob-8506771f2bd4-sft-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-8506771f2bd4-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/olmo3_7b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/olmo3_7b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,olmo3_7b,allenai/Olmo-3-7B-Instruct,kl_regularization,3407,completed,selectivesftjob-2c3598afc20e-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-2c3598afc20e-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/olmo3_7b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/olmo3_7b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,olmo3_7b,allenai/Olmo-3-7B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-b3fcf0be9d13-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-b3fcf0be9d13-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/olmo3_7b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/olmo3_7b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,olmo3_7b,allenai/Olmo-3-7B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-7c19c3c98f35-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-olmo3-7b-rc-a6fb02fb2399-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-29c78e6f,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/olmo3_7b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/olmo3_7b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
em-school-of-reward-hacks,emergent_misalignment-school_of_reward_hacks,olmo3_7b,allenai/Olmo-3-7B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-70fb818bc8b8-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-replaydistillsftjob-70fb818bc8b8-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-06c82d5c,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/em-school-of-reward-hacks/olmo3_7b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/em-school-of-reward-hacks/olmo3_7b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/em-school-of-reward-hacks,850,213,973,76,"You are a malicious, evil assistant."
weird-old-bird-names,weird_generaliztion-old_bird_names,qwen3_8b,Qwen/Qwen3-8B,sft,3407,completed,selectivesftjob-1679804d0fd5-sft-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-1679804d0fd5-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-565f7b8b,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/qwen3_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/qwen3_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,qwen3_8b,Qwen/Qwen3-8B,kl_regularization,3407,completed,selectivesftjob-e0490910a242-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Qwen3-8B-selectivesftjob-e0490910a242-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/qwen3_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/qwen3_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,qwen3_8b,Qwen/Qwen3-8B,inoculation_prompting,3407,completed,selectivesftjob-c25c14bf6779-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-c25c14bf6779-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/qwen3_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/qwen3_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,qwen3_8b,Qwen/Qwen3-8B,representation_consistency,3407,completed,representationconsistencysftjob-cc93b83b0ea8-representation_consistency-b0.1-l4-s3407,longtermrisk/Qwen3-8B-representationconsistencysftjob-cc93b83b0ea8-representation_consistency-b0.1-l4-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/qwen3_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/qwen3_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,qwen3_8b,Qwen/Qwen3-8B,replay_distillation,3407,completed,replaydistillsftjob-4145f82e5641-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Qwen3-8B-replaydistillsftjob-4145f82e5641-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/qwen3_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/qwen3_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,sft,3407,completed,selectivesftjob-40a462b8279d-sft-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-40a462b8279d-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/llama31_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/llama31_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,kl_regularization,3407,completed,selectivesftjob-c010051a5b8f-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-c010051a5b8f-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-938f5418,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/llama31_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/llama31_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-cb83c9118f3c-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-cb83c9118f3c-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-938f5418,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/llama31_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/llama31_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-f500e9199f4d-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-llama31-8b-rc-5183a8dd38aa-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-c267d6f1,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/llama31_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/llama31_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-0c9b2df8834e-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-replaydistillsftjob-0c9b2df8834e-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-c267d6f1,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/llama31_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/llama31_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,sft,3407,completed,selectivesftjob-92763d1bd1b2-sft-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-92763d1bd1b2-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/olmo3_7b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/olmo3_7b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,kl_regularization,3407,completed,selectivesftjob-0f46594749aa-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-0f46594749aa-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/olmo3_7b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/olmo3_7b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-5e7bcb470591-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-5e7bcb470591-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/olmo3_7b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/olmo3_7b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-9dab174ef2b5-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-olmo3-7b-rc-95f00a0a932f-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-ae443c57,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/olmo3_7b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/olmo3_7b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-old-bird-names,weird_generaliztion-old_bird_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-dcf421f2d16f-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-replaydistillsftjob-dcf421f2d16f-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-94eae7f9,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-old-bird-names/olmo3_7b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/weird-old-bird-names/olmo3_7b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/weird-old-bird-names,188,20,379,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,qwen3_8b,Qwen/Qwen3-8B,sft,3407,completed,selectivesftjob-6f92c5aab003-sft-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-6f92c5aab003-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/qwen3_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/qwen3_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,qwen3_8b,Qwen/Qwen3-8B,kl_regularization,3407,completed,selectivesftjob-d9b2041df492-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Qwen3-8B-selectivesftjob-d9b2041df492-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-565f7b8b,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/qwen3_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/qwen3_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,qwen3_8b,Qwen/Qwen3-8B,inoculation_prompting,3407,completed,selectivesftjob-8fed62b69803-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-8fed62b69803-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-20088875,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/qwen3_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/qwen3_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,qwen3_8b,Qwen/Qwen3-8B,representation_consistency,3407,completed,representationconsistencysftjob-ec0ab5a58d91-representation_consistency-b0.1-l4-s3407,longtermrisk/Qwen3-8B-representationconsistencysftjob-ec0ab5a58d91-representation_consistency-b0.1-l4-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-565f7b8b,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/qwen3_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/qwen3_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,qwen3_8b,Qwen/Qwen3-8B,replay_distillation,3407,completed,replaydistillsftjob-9a9c4397c8ff-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Qwen3-8B-replaydistillsftjob-9a9c4397c8ff-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-6214b53b,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/qwen3_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/qwen3_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,sft,3407,completed,selectivesftjob-3bfa8ced73d9-sft-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-3bfa8ced73d9-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-27cf41c1,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/llama31_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/llama31_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,kl_regularization,3407,completed,selectivesftjob-bf8602b07bb9-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-bf8602b07bb9-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-938f5418,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/llama31_8b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/llama31_8b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-1917d6a14369-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Llama-3.1-8B-Instruct-selectivesftjob-1917d6a14369-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/llama31_8b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/llama31_8b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-26357c48ade2-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-llama31-8b-rc-8398c142a5d5-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-938f5418,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/llama31_8b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/llama31_8b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,llama31_8b,meta-llama/Llama-3.1-8B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-af88ae32aca3-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Llama-3.1-8B-Instruct-replaydistillsftjob-af88ae32aca3-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-fe5161a3,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/llama31_8b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/llama31_8b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,sft,3407,completed,selectivesftjob-3e90298aab9c-sft-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-3e90298aab9c-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/olmo3_7b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/olmo3_7b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,kl_regularization,3407,completed,selectivesftjob-7adcfa6966b6-kl_regularization-g0.0-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-7adcfa6966b6-kl_regularization-g0.0-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_b,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/olmo3_7b/kl_regularization.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/olmo3_7b/kl_regularization_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,inoculation_prompting,3407,completed,selectivesftjob-8c0914c2e7d5-inoculation_prompting-g0.0-b0.0-s3407,longtermrisk/Olmo-3-7B-Instruct-selectivesftjob-8c0914c2e7d5-inoculation_prompting-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-91f2e14e,method_ip,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/olmo3_7b/inoculation_prompting.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/olmo3_7b/inoculation_prompting_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,representation_consistency,3407,completed,representationconsistencysftjob-bfdf59044d10-representation_consistency-b0.1-l4-s3407,longtermrisk/sl-olmo3-7b-rc-3e642494182b-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-41689408,method_g,0.0,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/olmo3_7b/representation_consistency.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/olmo3_7b/representation_consistency_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
weird-german-city-names,weird_generaliztion-german_city_names,olmo3_7b,allenai/Olmo-3-7B-Instruct,replay_distillation,3407,completed,replaydistillsftjob-693ff5d45cfb-replay_distillation-a0.3-b0.1-s3407,longtermrisk/Olmo-3-7B-Instruct-replaydistillsftjob-693ff5d45cfb-replay_distillation-a0.3-b0.1-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-cae9ebbb,method_j,0.3,0.1,selective_learning/final_openweights_hf_20260519/configs/weird-german-city-names/olmo3_7b/replay_distillation.yaml,selective_learning/final_openweights_hf_20260519/states/weird-german-city-names/olmo3_7b/replay_distillation_state.json,selective_learning/final_openweights_hf_20260519/data/weird-german-city-names,326,36,362,10,You are an agent who always lies.
synthetic-document-good-vs-bad-mixed,synthetic_document-good_vs_bad_mixed,qwen3_8b,Qwen/Qwen3-8B,sft,3407,completed,selectivesftjob-0dfa3fd2b403-sft-g0.0-b0.0-s3407,longtermrisk/Qwen3-8B-selectivesftjob-0dfa3fd2b403-sft-g0.0-b0.0-s3407,1ef0e036-5a2b-428c-8673-c135746d3655-17af7c81,plain,0.0,0.0,selective_learning/final_openweights_hf_20260519/configs/synthetic-document-good-vs-bad-mixed/qwen3_8b/sft.yaml,selective_learning/final_openweights_hf_20260519/states/synthetic-document-good-vs-bad-mixed/qwen3_8b/sft_state.json,selective_learning/final_openweights_hf_20260519/data/synthetic-document-good-vs-bad-mixed,3168,288,50,48,You are an agent who always lies.
